ID,Name,Dark_Skin
650,004619.jpg,1
651,009815.jpg,0
652,007841.jpg,0
653,003897.jpg,0
654,000581.jpg,0
655,001991.jpg,1
656,005495.jpg,0
657,008419.jpg,1
658,004496.jpg,0
659,009347.jpg,1
660,006870.jpg,0
661,001994.jpg,0
662,008133.jpg,0
663,000259.jpg,0
664,008465.jpg,1
665,000928.jpg,0
666,007463.jpg,1
667,008373.jpg,0
668,000895.jpg,0
669,009338.jpg,1
670,009059.jpg,1
671,009151.jpg,1
672,006155.jpg,0
673,000810.jpg,0
674,004513.jpg,0
675,000887.jpg,0
676,006496.jpg,1
677,003083.jpg,0
678,001254.jpg,0
679,009227.jpg,0
680,006029.jpg,1
681,004286.jpg,1
682,009549.jpg,0
683,002550.jpg,1
684,000246.jpg,0
685,006526.jpg,0
686,002023.jpg,1
687,007209.jpg,1
688,009387.jpg,0
689,005888.jpg,0
690,000798.jpg,1
691,001937.jpg,0
692,009977.jpg,1
693,008792.jpg,0
694,009192.jpg,0
695,004991.jpg,0
696,001495.jpg,0
697,009647.jpg,0
698,003254.jpg,1
699,004280.jpg,0
700,008135.jpg,1
701,007344.jpg,1
702,008567.jpg,1
703,008900.jpg,0
704,006092.jpg,0
705,001649.jpg,1
706,001809.jpg,0
707,000360.jpg,1
708,006595.jpg,1
709,008489.jpg,1
710,008039.jpg,1
711,006777.jpg,0
712,007807.jpg,0
713,000896.jpg,0
714,009368.jpg,0
715,006491.jpg,0
716,002226.jpg,1
717,007817.jpg,1
718,006793.jpg,0
719,003127.jpg,1
720,006625.jpg,0
721,000518.jpg,1
722,000695.jpg,1
723,002693.jpg,0
724,009366.jpg,0
725,003892.jpg,0
726,003727.jpg,0
727,009800.jpg,1
728,003767.jpg,0
729,001296.jpg,1
730,002718.jpg,1
731,009190.jpg,0
732,006131.jpg,0
733,004721.jpg,1
734,007538.jpg,0
735,009705.jpg,0
736,002348.jpg,1
737,003958.jpg,1
738,006885.jpg,0
739,006062.jpg,1
740,005230.jpg,0
741,002739.jpg,0
742,009250.jpg,1
743,004017.jpg,0
744,005873.jpg,1
745,009411.jpg,1
746,009877.jpg,1
747,008641.jpg,0
748,009800.jpg,1
749,000251.jpg,1
750,006945.jpg,0
751,003013.jpg,1
752,006763.jpg,1
753,003290.jpg,1
754,004591.jpg,0
755,006405.jpg,0
756,004434.jpg,0
757,005550.jpg,1
758,005488.jpg,1
759,006894.jpg,1
760,007274.jpg,1
761,006602.jpg,1
762,006282.jpg,1
763,000583.jpg,0
764,001078.jpg,1
765,000602.jpg,0
766,009773.jpg,1
767,006098.jpg,0
768,005608.jpg,0
769,008820.jpg,0
770,001011.jpg,0
771,000036.jpg,1
772,000412.jpg,1
773,008567.jpg,1
774,007631.jpg,0
775,005519.jpg,1
776,003485.jpg,0
777,007988.jpg,0
778,007169.jpg,0
779,005775.jpg,1
780,003745.jpg,1
781,003192.jpg,1
782,008273.jpg,0
783,005502.jpg,0
784,003007.jpg,1
785,005797.jpg,0
786,009570.jpg,0
787,005974.jpg,1
788,004090.jpg,1
789,005263.jpg,0
790,000174.jpg,0
791,007016.jpg,0
792,005038.jpg,0
793,008712.jpg,0
794,006394.jpg,0
795,004010.jpg,0
796,006711.jpg,0
797,002483.jpg,0
798,005790.jpg,1
799,006370.jpg,1
800,007656.jpg,1
801,005191.jpg,1
802,005409.jpg,1
803,002561.jpg,0
804,002000.jpg,0
805,007914.jpg,0
806,003018.jpg,1
807,007817.jpg,1
808,003084.jpg,0
809,007853.jpg,0
810,000530.jpg,1
811,009858.jpg,1
812,003688.jpg,1
813,004932.jpg,1
814,000745.jpg,0
815,009113.jpg,0
816,008310.jpg,0
817,009272.jpg,1
818,005581.jpg,1
819,006351.jpg,1
820,002978.jpg,0
821,006370.jpg,1
822,009237.jpg,0
823,005265.jpg,1
824,008398.jpg,1
825,004042.jpg,1
826,008426.jpg,1
827,002915.jpg,0
828,008838.jpg,0
829,008443.jpg,1
830,005920.jpg,0
831,003958.jpg,1
832,009347.jpg,1
833,009987.jpg,1
834,004880.jpg,0
835,006135.jpg,0
836,003625.jpg,1
837,008594.jpg,1
838,008531.jpg,1
839,009382.jpg,1
840,001063.jpg,0
841,007715.jpg,1
842,000787.jpg,0
843,006087.jpg,0
844,002942.jpg,1
845,006069.jpg,0
846,006501.jpg,1
847,006321.jpg,1
848,003508.jpg,0
849,008291.jpg,0
850,003807.jpg,1
851,006769.jpg,0
852,003466.jpg,0
853,000279.jpg,1
854,002983.jpg,1
855,005713.jpg,0
856,006297.jpg,0
857,001704.jpg,1
858,001290.jpg,1
859,003999.jpg,1
860,007857.jpg,0
861,006282.jpg,1
862,005680.jpg,0
863,006986.jpg,0
864,000257.jpg,0
865,001649.jpg,1
866,007504.jpg,1
867,000297.jpg,1
868,003031.jpg,0
869,001900.jpg,1
870,005906.jpg,0
871,009147.jpg,1
872,002539.jpg,0
873,005776.jpg,0
874,007829.jpg,1
875,006877.jpg,1
876,000819.jpg,0
877,002742.jpg,1
878,005135.jpg,1
879,004492.jpg,0
880,006166.jpg,0
881,007905.jpg,0
882,009092.jpg,1
883,001570.jpg,0
884,005259.jpg,1
885,002434.jpg,0
886,005975.jpg,1
887,006501.jpg,1
888,004333.jpg,0
889,004104.jpg,0
890,005694.jpg,0
891,000352.jpg,0
892,002756.jpg,0
893,005509.jpg,1
894,006587.jpg,0
895,007715.jpg,1
896,002660.jpg,1
897,008751.jpg,0
898,004080.jpg,0
899,004961.jpg,0
900,006126.jpg,0
901,009513.jpg,1
902,005762.jpg,0
903,005684.jpg,0
904,002535.jpg,0
905,003451.jpg,0
906,003776.jpg,0
907,005079.jpg,1
908,000960.jpg,0
909,008576.jpg,0
910,009972.jpg,0
911,003072.jpg,0
912,000349.jpg,1
913,008852.jpg,0
914,000518.jpg,1
915,005326.jpg,0
916,009437.jpg,1
917,004199.jpg,1
918,006137.jpg,0
919,003730.jpg,0
920,004753.jpg,1
921,004688.jpg,0
922,007127.jpg,1
923,001979.jpg,1
924,004993.jpg,1
925,008765.jpg,1
926,000297.jpg,1
927,000221.jpg,1
928,005259.jpg,1
929,006868.jpg,0
930,000445.jpg,0
931,002191.jpg,1
932,002983.jpg,1
933,001731.jpg,0
934,002956.jpg,1
935,004716.jpg,0
936,003640.jpg,1
937,003071.jpg,0
938,008528.jpg,1
939,004035.jpg,0
940,005744.jpg,1
941,008674.jpg,0
942,005335.jpg,0
943,008724.jpg,0
944,001598.jpg,1
945,007058.jpg,0
946,008528.jpg,1
947,005156.jpg,1
948,009517.jpg,1
949,008426.jpg,1
950,003553.jpg,0
951,009437.jpg,1
952,000065.jpg,0
953,000729.jpg,0
954,008506.jpg,0
955,003862.jpg,1
956,009301.jpg,0
957,000829.jpg,0
958,003007.jpg,1
959,005254.jpg,0
960,009543.jpg,1
961,001056.jpg,1
962,007464.jpg,0
963,006079.jpg,1
964,005653.jpg,1
965,004765.jpg,0
966,004169.jpg,0
967,005581.jpg,1
968,007024.jpg,0
969,007278.jpg,0
970,001602.jpg,0
971,000180.jpg,1
972,009209.jpg,1
973,002009.jpg,1
974,003192.jpg,1
975,007974.jpg,0
976,000261.jpg,1
977,005329.jpg,1
978,005109.jpg,0
979,009500.jpg,0
980,006282.jpg,1
981,004446.jpg,1
982,008070.jpg,1
983,000097.jpg,0
984,006718.jpg,0
985,001385.jpg,1
986,005156.jpg,1
987,004652.jpg,1
988,001096.jpg,0
989,003766.jpg,1
990,002238.jpg,0
991,000167.jpg,1
992,006839.jpg,0
993,006093.jpg,0
994,000104.jpg,0
995,001507.jpg,1
996,007504.jpg,1
997,004486.jpg,0
998,002319.jpg,0
999,005457.jpg,1
1000,002102.jpg,1
1001,004291.jpg,0
1002,000020.jpg,0
1003,000343.jpg,1
1004,000604.jpg,0
1005,008531.jpg,1
1006,002956.jpg,1
1007,000771.jpg,0
1008,007492.jpg,1
1009,009995.jpg,0
1010,006244.jpg,0
1011,004670.jpg,0
1012,007951.jpg,1
1013,003028.jpg,1
1014,006575.jpg,0
1015,009091.jpg,1
1016,008293.jpg,0
1017,004619.jpg,1
1018,006105.jpg,1
1019,005632.jpg,1
1020,005509.jpg,1
1021,003493.jpg,1
1022,004404.jpg,1
1023,006282.jpg,1
1024,003625.jpg,1
1025,002675.jpg,0
1026,004338.jpg,1
1027,002320.jpg,1
1028,008300.jpg,1
1029,001337.jpg,0
1030,002625.jpg,1
1031,003165.jpg,0
1032,008935.jpg,0
1033,007864.jpg,0
1034,009627.jpg,0
1035,003027.jpg,1
1036,000929.jpg,0
1037,006256.jpg,0
1038,000167.jpg,1
1039,009786.jpg,0
1040,001708.jpg,0
1041,008275.jpg,0
1042,008725.jpg,0
1043,009962.jpg,1
1044,007439.jpg,0
1045,002781.jpg,0
1046,009263.jpg,0
1047,009651.jpg,1
1048,000699.jpg,1
1049,005700.jpg,0
1050,006848.jpg,0
1051,008277.jpg,0
1052,004055.jpg,1
1053,006116.jpg,0
1054,004585.jpg,1
1055,007456.jpg,1
1056,002678.jpg,0
1057,001236.jpg,0
1058,005392.jpg,0
1059,009680.jpg,1
1060,003812.jpg,0
1061,006653.jpg,0
1062,000515.jpg,1
1063,005966.jpg,0
1064,000336.jpg,0
1065,007913.jpg,0
1066,003028.jpg,1
1067,008986.jpg,0
1068,009151.jpg,1
1069,009613.jpg,1
1070,001094.jpg,1
1071,008135.jpg,1
1072,003193.jpg,1
1073,003869.jpg,1
1074,008459.jpg,1
1075,009811.jpg,1
1076,002995.jpg,0
1077,001877.jpg,1
1078,000727.jpg,1
1079,008140.jpg,1
1080,004427.jpg,1
1081,004373.jpg,0
1082,007522.jpg,1
1083,003305.jpg,1
1084,008131.jpg,0
1085,001553.jpg,1
1086,000587.jpg,0
1087,001257.jpg,1
1088,004163.jpg,0
1089,003401.jpg,1
1090,000264.jpg,1
1091,000327.jpg,0
1092,008656.jpg,0
1093,002401.jpg,0
1094,009785.jpg,0
1095,008155.jpg,0
1096,008045.jpg,1
1097,002427.jpg,1
1098,001205.jpg,0
1099,008332.jpg,1
1100,002446.jpg,1
1101,002405.jpg,0
1102,008455.jpg,0
1103,008489.jpg,1
1104,006267.jpg,1
1105,006716.jpg,1
1106,009446.jpg,0
1107,000530.jpg,1
1108,001858.jpg,0
1109,004912.jpg,0
1110,007506.jpg,1
1111,004286.jpg,1
1112,003584.jpg,1
1113,009382.jpg,1
1114,006498.jpg,0
1115,007219.jpg,1
1116,004411.jpg,1
1117,008593.jpg,0
1118,006964.jpg,1
1119,003590.jpg,0
1120,008490.jpg,1
1121,006730.jpg,1
1122,007523.jpg,0
1123,002085.jpg,0
1124,000671.jpg,0
1125,000496.jpg,0
1126,004053.jpg,0
1127,007689.jpg,1
1128,002479.jpg,0
1129,003076.jpg,0
1130,007817.jpg,1
1131,004444.jpg,0
1132,003314.jpg,0
1133,007456.jpg,1
1134,006289.jpg,0
1135,009517.jpg,1
1136,005695.jpg,1
1137,003136.jpg,1
1138,002044.jpg,1
1139,008135.jpg,1
1140,008235.jpg,1
1141,001321.jpg,0
1142,005519.jpg,1
1143,002801.jpg,1
1144,007280.jpg,1
1145,000845.jpg,0
1146,006198.jpg,1
1147,003267.jpg,1
1148,003999.jpg,1
1149,008401.jpg,1
1150,008335.jpg,0
1151,006855.jpg,0
1152,002942.jpg,1
1153,006029.jpg,1
1154,008909.jpg,0
1155,002801.jpg,1
1156,006708.jpg,0
1157,005133.jpg,0
1158,008189.jpg,1
1159,006351.jpg,1
1160,009495.jpg,1
1161,002992.jpg,1
1162,002801.jpg,1
1163,000574.jpg,1
1164,001618.jpg,1
1165,000875.jpg,0
1166,006627.jpg,1
1167,001162.jpg,0
1168,006538.jpg,0
1169,005511.jpg,1
1170,009382.jpg,1
1171,002547.jpg,0
1172,003693.jpg,1
1173,000815.jpg,0
1174,009729.jpg,1
1175,008616.jpg,0
1176,003175.jpg,1
1177,003950.jpg,0
1178,001949.jpg,0
1179,006740.jpg,1
1180,006371.jpg,1
1181,003013.jpg,1
1182,000258.jpg,0
1183,006074.jpg,0
1184,004121.jpg,1
1185,003356.jpg,1
1186,002248.jpg,0
1187,006628.jpg,1
1188,006487.jpg,0
1189,007463.jpg,1
1190,001201.jpg,0
1191,004094.jpg,0
1192,002766.jpg,1
1193,007806.jpg,0
1194,002742.jpg,1
1195,004273.jpg,1
1196,007978.jpg,1
1197,004772.jpg,1
1198,003863.jpg,1
1199,007975.jpg,1
1200,003449.jpg,0
1201,003267.jpg,1
1202,000934.jpg,1
1203,003838.jpg,0
1204,000042.jpg,0
1205,000326.jpg,1
1206,005367.jpg,1
1207,001095.jpg,0
1208,001728.jpg,0
1209,005509.jpg,1
1210,008189.jpg,1
1211,002780.jpg,1
1212,001618.jpg,1
1213,008419.jpg,1
1214,006390.jpg,0
1215,007642.jpg,0
1216,000637.jpg,1
1217,000854.jpg,0
1218,009049.jpg,0
1219,005717.jpg,0
1220,007219.jpg,1
1221,009986.jpg,0
1222,006748.jpg,1
1223,006763.jpg,1
1224,009514.jpg,0
1225,007174.jpg,1
1226,006972.jpg,1
1227,002465.jpg,1
1228,009686.jpg,0
1229,007997.jpg,0
1230,002842.jpg,0
1231,004879.jpg,1
1232,004705.jpg,0
1233,006525.jpg,1
1234,002924.jpg,1
1235,001674.jpg,1
1236,004410.jpg,0
1237,002627.jpg,0
1238,002677.jpg,1
1239,002057.jpg,0
1240,009168.jpg,1
1241,004286.jpg,1
1242,001555.jpg,0
1243,001253.jpg,1
1244,000576.jpg,0
1245,008039.jpg,1
1246,003356.jpg,1
